p,"[0.8928571428571429, 0.9285714285714286, 0.9107142857142857, 0.9107142857142857, 0.8928571428571429, 0.8928571428571429, 0.9107142857142857, 0.8928571428571429, 0.8928571428571429, 0.9107142857142857, 0.9285714285714286, 0.875, 0.8928571428571429, 0.9107142857142857, 0.8928571428571429, 0.9107142857142857, 0.9107142857142857, 0.8928571428571429, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.875, 0.8928571428571429, 0.9285714285714286, 0.9107142857142857, 0.8928571428571429, 0.8928571428571429, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.8928571428571429, 0.8928571428571429, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.8928571428571429, 0.9107142857142857, 0.875, 0.9285714285714286, 0.9107142857142857, 0.9107142857142857, 0.9464285714285714, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.875, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.8571428571428571, 0.8928571428571429, 0.875, 0.875, 0.9285714285714286, 0.9107142857142857, 0.875, 0.875, 0.8928571428571429, 0.8928571428571429, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.8928571428571429, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.9107142857142857, 0.9107142857142857, 0.9285714285714286, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.9285714285714286, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.9107142857142857, 0.8928571428571429, 0.8928571428571429, 0.9107142857142857, 0.8928571428571429, 0.875, 0.9107142857142857, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.8928571428571429, 0.9107142857142857, 0.9107142857142857, 0.8928571428571429, 0.875, 0.8928571428571429]"
score,"[7425.571428571429, 7789.714285714286, 7620.142857142857, 7617.142857142857, 7475.571428571429, 7437.571428571429, 7609.142857142857, 7455.571428571429, 7459.571428571429, 7595.142857142857, 7791.714285714286, 7280.0, 7457.571428571429, 7632.142857142857, 7442.571428571429, 7605.142857142857, 7627.142857142857, 7470.571428571429, 7606.142857142857, 7584.142857142857, 7641.142857142857, 7239.0, 7426.571428571429, 7779.714285714286, 7623.142857142857, 7402.571428571429, 7417.571428571429, 7608.142857142857, 7627.142857142857, 7609.142857142857, 7434.571428571429, 7450.571428571429, 7623.142857142857, 7610.142857142857, 7671.142857142857, 7442.571428571429, 7605.142857142857, 7263.0, 7774.714285714286, 7609.142857142857, 7630.142857142857, 7968.285714285714, 7649.142857142857, 7586.142857142857, 7607.142857142857, 7608.142857142857, 7250.0, 7610.142857142857, 7603.142857142857, 7624.142857142857, 7622.142857142857, 7112.428571428571, 7442.571428571429, 7272.0, 7251.0, 7807.714285714286, 7606.142857142857, 7259.0, 7252.0, 7469.571428571429, 7423.571428571429, 7596.142857142857, 7616.142857142857, 7617.142857142857, 7422.571428571429, 7642.142857142857, 7602.142857142857, 7609.142857142857, 7610.142857142857, 7606.142857142857, 7450.571428571429, 7440.571428571429, 7438.571428571429, 7603.142857142857, 7602.142857142857, 7779.714285714286, 7609.142857142857, 7608.142857142857, 7608.142857142857, 7621.142857142857, 7800.714285714286, 7579.142857142857, 7640.142857142857, 7631.142857142857, 7618.142857142857, 7437.571428571429, 7457.571428571429, 7595.142857142857, 7437.571428571429, 7252.0, 7611.142857142857, 7449.571428571429, 7457.571428571429, 7430.571428571429, 7448.571428571429, 7615.142857142857, 7619.142857142857, 7431.571428571429, 7279.0, 7442.571428571429]"
time,"[803.0, 796.0, 787.0, 790.0, 753.0, 791.0, 798.0, 773.0, 769.0, 812.0, 794.0, 770.0, 771.0, 775.0, 786.0, 802.0, 780.0, 758.0, 801.0, 823.0, 766.0, 811.0, 802.0, 806.0, 784.0, 826.0, 811.0, 799.0, 780.0, 798.0, 794.0, 778.0, 784.0, 797.0, 736.0, 786.0, 802.0, 787.0, 811.0, 798.0, 777.0, 796.0, 758.0, 821.0, 800.0, 799.0, 800.0, 797.0, 804.0, 783.0, 785.0, 759.0, 786.0, 778.0, 799.0, 778.0, 801.0, 791.0, 798.0, 759.0, 805.0, 811.0, 791.0, 790.0, 806.0, 765.0, 805.0, 798.0, 797.0, 801.0, 778.0, 788.0, 790.0, 804.0, 805.0, 806.0, 798.0, 799.0, 799.0, 786.0, 785.0, 828.0, 767.0, 776.0, 789.0, 791.0, 771.0, 812.0, 791.0, 798.0, 796.0, 779.0, 771.0, 798.0, 780.0, 792.0, 788.0, 797.0, 771.0, 786.0]"
