train,stations
1,"[Arnhem Centraal, Nijmegen, Arnhem Centraal, Dieren, Arnhem Centraal, Dieren, Arnhem Centraal, Ede-Wageningen, Arnhem Centraal, Nijmegen, Oss, Nijmegen, Arnhem Centraal, Ede-Wageningen]"
2,"[Beverwijk, Haarlem, Amsterdam Sloterdijk, Haarlem, Beverwijk, Haarlem, Beverwijk, Haarlem, Beverwijk, Zaandam]"
3,"[Breda, Tilburg, Breda, Tilburg, Eindhoven, Helmond, Venlo, Helmond]"
4,"[Castricum, Alkmaar, Den Helder, Alkmaar, Den Helder, Alkmaar]"
5,"[Den Haag Centraal, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk, Zaandam, Amsterdam Sloterdijk, Haarlem, Amsterdam Sloterdijk, Amsterdam Zuid, Amsterdam Sloterdijk]"
6,"[Den Haag HS, Gouda, Den Haag Laan v NOI, Gouda, Rotterdam Alexander, Gouda, Den Haag Laan v NOI, Gouda]"
7,"[Den Haag Laan v NOI, Leiden Centraal, Schiphol Airport, Utrecht Centraal, Amsterdam Centraal, Almere Centrum, Amsterdam Centraal]"
8,"[Haarlem, Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk, Zaandam, Castricum, Beverwijk, Zaandam, Beverwijk, Castricum]"
9,"[Hilversum, Almere Centrum, Amsterdam Amstel, Almere Centrum, Lelystad Centrum, Almere Centrum, Amsterdam Centraal, Amsterdam Amstel]"
10,"[Roosendaal, Vlissingen, Roosendaal]"
11,"[Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Rotterdam Blaak, Schiedam Centrum, Delft, Den Haag Laan v NOI, Gouda, Den Haag Laan v NOI]"
12,"[Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Rotterdam Centraal]"
13,"[Rotterdam Centraal, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Delft, Den Haag HS, Leiden Centraal, Den Haag HS, Leiden Centraal]"
14,"[Schiedam Centrum, Rotterdam Blaak, Dordrecht, Roosendaal, Etten-Leur, Breda, Tilburg, Breda, Dordrecht]"
15,"[Schiphol Airport, Amsterdam Zuid, Amsterdam Amstel, Utrecht Centraal, Alphen a/d Rijn, Gouda, Utrecht Centraal]"
16,"[Sittard, Maastricht, Sittard, Heerlen, Sittard, Roermond, Sittard, Heerlen, Sittard, Heerlen, Sittard, Roermond, Sittard]"
17,"[Tilburg, Breda, Tilburg, Eindhoven, Helmond, Venlo, Helmond, Venlo]"
18,"[Zutphen, Dieren, Arnhem Centraal, Dieren, Zutphen, Deventer, Apeldoorn, Deventer, Zutphen, Deventer]"
19,"[Assen, Zwolle, Assen, Groningen, Leeuwarden, Heerenveen]"
20,"[Dieren, Arnhem Centraal, Dieren, Arnhem Centraal, Dieren, Arnhem Centraal, Dieren, Zutphen, Apeldoorn, Deventer, Apeldoorn, Deventer]"
score,4.258426966292063
