train,stations
1,"[Arnhem Centraal, Dieren, Arnhem Centraal, Nijmegen, Arnhem Centraal, Ede-Wageningen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Amsterdam Amstel]"
2,"[Beverwijk, Zaandam, Hoorn, Zaandam, Amsterdam Sloterdijk, Amsterdam Zuid, Amsterdam Amstel, Utrecht Centraal]"
3,"[Breda, Dordrecht, Breda, Dordrecht, Rotterdam Centraal, Dordrecht, Breda, Tilburg, Eindhoven, Helmond]"
4,"[Castricum, Alkmaar, Castricum, Beverwijk, Castricum, Zaandam, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Amstel]"
5,"[Den Haag Centraal, Delft, Den Haag Laan v NOI, Delft, Schiedam Centrum, Rotterdam Blaak, Schiedam Centrum, Delft, Den Haag Laan v NOI, Delft, Den Haag HS]"
6,"[Den Haag HS, Delft, Den Haag HS, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Beverwijk, Zaandam, Amsterdam Sloterdijk, Amsterdam Centraal]"
7,"[Den Haag Laan v NOI, Gouda, Utrecht Centraal, Hilversum, Amsterdam Amstel, Utrecht Centraal, Amersfoort]"
8,"[Haarlem, Heemstede-Aerdenhout, Haarlem, Beverwijk, Zaandam, Beverwijk, Castricum, Beverwijk, Haarlem, Amsterdam Sloterdijk]"
9,"[Hilversum, Amsterdam Amstel, Utrecht Centraal, Amersfoort, Utrecht Centraal, Gouda]"
10,"[Roosendaal, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal, Dordrecht, Roosendaal]"
11,"[Rotterdam Alexander, Gouda, Den Haag Laan v NOI, Gouda, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Gouda, Alphen a/d Rijn]"
12,"[Rotterdam Blaak, Rotterdam Alexander, Gouda, Den Haag HS, Delft, Den Haag Centraal, Gouda, Utrecht Centraal, Alphen a/d Rijn]"
13,"[Rotterdam Centraal, Dordrecht, Breda, Tilburg, Eindhoven, Weert, Eindhoven, Tilburg, Breda, Etten-Leur]"
14,"[Schiedam Centrum, Rotterdam Blaak, Dordrecht, Rotterdam Blaak, Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Gouda, Den Haag Laan v NOI, Delft, Den Haag Centraal]"
15,"[Schiphol Airport, Utrecht Centraal, Alphen a/d Rijn, Gouda, Den Haag Laan v NOI, Delft, Den Haag Centraal]"
16,"[Sittard, Maastricht, Sittard, Heerlen, Sittard, Roermond, Sittard, Maastricht, Sittard, Maastricht, Sittard, Roermond, Weert]"
17,"[Tilburg, Breda, Tilburg, Eindhoven, Helmond, Venlo, Helmond, Venlo]"
18,"[Zutphen, Deventer, Almelo, Zwolle, Steenwijk, Heerenveen, Leeuwarden]"
19,"[Assen, Groningen, Leeuwarden, Groningen, Leeuwarden, Groningen]"
20,"[Dieren, Zutphen, Dieren, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Alphen a/d Rijn, Gouda, Den Haag HS]"
score,119.43820224719093
