train,stations
1,"[Den Helder, Alkmaar, Castricum, Hoorn]"
2,"[Enschede, Hengelo, Enschede, Almelo, Hengelo, Deventer, Zwolle, Steenwijk, Deventer, Amersfoort, Assen]"
3,"[Heerlen, Sittard, Maastricht, Heerlen, Roermond, Weert]"
4,"[Lelystad Centrum, Almere Centrum, Lelystad Centrum, Amsterdam Centraal, Hilversum, Amsterdam Amstel, Amsterdam Centraal, Amsterdam Zuid, Utrecht Centraal, Almere Centrum]"
5,[Maastricht]
6,"[Venlo, Helmond, Eindhoven]"
7,"[Vlissingen, Roosendaal, Etten-Leur, Dordrecht]"
8,"[Assen, Groningen]"
9,"[Dieren, Zutphen, Arnhem Centraal, Ede-Wageningen, Dieren, Nijmegen, Arnhem Centraal, Oss, s-Hertogenbosch]"
10,"[Ede-Wageningen, Arnhem Centraal, Utrecht Centraal, Amersfoort, Hilversum, Gouda, Amsterdam Amstel, Ede-Wageningen, Amsterdam Centraal, s-Hertogenbosch, Alphen a/d Rijn]"
11,"[Etten-Leur, Breda]"
12,"[Groningen, Assen, Leeuwarden, Heerenveen]"
13,"[Heemstede-Aerdenhout, Haarlem, Leiden Centraal, Den Haag Laan v NOI, Den Haag Centraal, Den Haag HS, Heemstede-Aerdenhout, Alphen a/d Rijn, Schiphol Airport, Amsterdam Zuid, Leiden Centraal]"
14,"[Heerenveen, Steenwijk]"
15,[]
16,[]
17,"[Hoorn, Alkmaar, Zaandam, Amsterdam Sloterdijk, Castricum, Beverwijk]"
18,[]
19,[]
20,[]
score,-1690.23595505618
