train,stations
1,"[Arnhem Centraal, Dieren, Arnhem Centraal, Nijmegen, Arnhem Centraal, Ede-Wageningen, Arnhem Centraal, Ede-Wageningen, Arnhem Centraal, Dieren, Arnhem Centraal, Dieren, Zutphen]"
2,"[Beverwijk, Castricum, Beverwijk, Zaandam, Beverwijk, Zaandam, Castricum, Zaandam, Castricum]"
3,"[Breda, Tilburg, Eindhoven, Tilburg, Eindhoven, Tilburg, Breda, Dordrecht, Rotterdam Blaak, Dordrecht]"
4,"[Castricum, Beverwijk, Zaandam, Castricum, Zaandam, Amsterdam Sloterdijk, Haarlem, Beverwijk, Haarlem, Heemstede-Aerdenhout]"
5,"[Den Haag Centraal, Leiden Centraal, Den Haag Laan v NOI, Gouda, Den Haag Centraal, Delft, Schiedam Centrum, Rotterdam Centraal, Dordrecht, Roosendaal]"
6,"[Den Haag HS, Delft, Den Haag Centraal, Leiden Centraal, Den Haag Centraal, Delft, Den Haag Centraal, Leiden Centraal, Heemstede-Aerdenhout, Leiden Centraal, Den Haag Laan v NOI]"
7,"[Den Haag Laan v NOI, Gouda, Den Haag HS, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Heemstede-Aerdenhout, Haarlem, Beverwijk, Haarlem]"
8,"[Haarlem, Amsterdam Sloterdijk, Amsterdam Zuid, Amsterdam Amstel, Amsterdam Zuid, Amsterdam Sloterdijk, Amsterdam Zuid, Schiphol Airport, Utrecht Centraal]"
9,"[Hilversum, Amsterdam Amstel, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Schiphol Airport]"
10,"[Roosendaal, Etten-Leur, Roosendaal, Etten-Leur, Breda, Dordrecht]"
11,"[Rotterdam Alexander, Rotterdam Centraal, Dordrecht, Roosendaal, Dordrecht, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander]"
12,"[Rotterdam Blaak, Rotterdam Alexander, Gouda, Den Haag Centraal, Delft, Schiedam Centrum, Rotterdam Centraal, Dordrecht, Breda, Etten-Leur, Roosendaal]"
13,"[Rotterdam Centraal, Schiedam Centrum, Rotterdam Centraal, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Breda, Tilburg, Breda, Tilburg]"
14,"[Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Dordrecht, Rotterdam Blaak, Schiedam Centrum, Rotterdam Blaak, Schiedam Centrum, Rotterdam Blaak, Dordrecht, Breda, Tilburg]"
15,"[Schiphol Airport, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Schiphol Airport, Utrecht Centraal, Hilversum]"
16,"[Sittard, Maastricht, Sittard, Heerlen, Sittard, Roermond, Sittard, Heerlen, Sittard, Roermond, Weert, Eindhoven]"
17,"[Tilburg, Eindhoven, Helmond, Venlo, Helmond, Venlo, Helmond]"
18,"[Zutphen, Deventer, Almelo, Zwolle, Almelo, Hengelo, Enschede]"
19,"[Assen, Zwolle, Amersfoort, Utrecht Centraal, s-Hertogenbosch, Utrecht Centraal]"
20,"[Dieren, Zutphen, Apeldoorn, Zutphen, Dieren, Arnhem Centraal, Dieren, Arnhem Centraal, Dieren, Zutphen, Dieren, Arnhem Centraal, Dieren]"
score,-256.4606741573034
