train,stations
1,"[Arnhem Centraal, Dieren, Zutphen, Dieren, Zutphen, Dieren, Arnhem Centraal, Dieren, Arnhem Centraal, Dieren, Zutphen, Deventer, Apeldoorn]"
2,"[Beverwijk, Zaandam, Castricum, Alkmaar, Castricum, Beverwijk, Zaandam, Hoorn]"
3,"[Breda, Tilburg, Eindhoven, Helmond, Venlo, Helmond, Eindhoven, Weert]"
4,"[Castricum, Beverwijk, Zaandam, Beverwijk, Zaandam, Amsterdam Sloterdijk, Amsterdam Centraal, Utrecht Centraal]"
5,"[Den Haag Centraal, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Beverwijk, Haarlem, Beverwijk, Haarlem, Amsterdam Sloterdijk, Amsterdam Centraal]"
6,"[Den Haag HS, Delft, Den Haag Laan v NOI, Leiden Centraal, Heemstede-Aerdenhout, Leiden Centraal, Den Haag Laan v NOI, Delft, Den Haag HS, Gouda]"
7,"[Den Haag Laan v NOI, Gouda, Den Haag Laan v NOI, Gouda, Den Haag Laan v NOI, Delft, Schiedam Centrum, Delft, Den Haag HS]"
8,"[Haarlem, Heemstede-Aerdenhout, Haarlem, Beverwijk, Haarlem, Amsterdam Sloterdijk, Haarlem, Heemstede-Aerdenhout, Haarlem, Beverwijk, Zaandam]"
9,"[Hilversum, Utrecht Centraal, Alphen a/d Rijn, Gouda, Den Haag HS, Gouda, Rotterdam Alexander, Gouda]"
10,"[Roosendaal, Etten-Leur, Roosendaal, Dordrecht, Rotterdam Centraal, Dordrecht, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal, Dordrecht, Roosendaal]"
11,"[Rotterdam Alexander, Gouda, Alphen a/d Rijn, Leiden Centraal, Den Haag Centraal, Gouda, Den Haag HS, Leiden Centraal, Schiphol Airport]"
12,"[Rotterdam Blaak, Dordrecht, Rotterdam Centraal, Dordrecht, Rotterdam Centraal, Dordrecht, Rotterdam Blaak, Dordrecht, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal]"
13,"[Rotterdam Centraal, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Gouda, Den Haag Centraal, Gouda, Rotterdam Alexander, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak]"
14,"[Schiedam Centrum, Rotterdam Centraal, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Gouda, Den Haag HS, Leiden Centraal, Den Haag HS, Leiden Centraal, Schiphol Airport]"
15,"[Schiphol Airport, Utrecht Centraal, Amsterdam Centraal, Almere Centrum, Lelystad Centrum, Almere Centrum, Lelystad Centrum, Almere Centrum]"
16,"[Sittard, Maastricht, Sittard, Heerlen, Sittard, Roermond, Sittard, Roermond, Sittard, Maastricht, Sittard, Maastricht, Sittard]"
17,"[Tilburg, Breda, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Rotterdam Alexander, Gouda, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal]"
18,"[Zutphen, Apeldoorn, Zutphen, Deventer, Almelo, Zwolle, Amersfoort]"
19,"[Assen, Groningen, Assen, Zwolle, Assen, Zwolle]"
20,"[Dieren, Zutphen, Deventer, Almelo, Deventer, Zwolle, Assen]"
score,-60.9213483146068
