train,stations
1,"[Arnhem Centraal, Nijmegen, Arnhem Centraal, Nijmegen, Oss, Nijmegen, Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch, Utrecht Centraal]"
2,"[Beverwijk, Castricum, Zaandam, Hoorn, Zaandam, Castricum, Alkmaar, Den Helder]"
3,"[Breda, Dordrecht, Roosendaal, Vlissingen, Roosendaal]"
4,"[Castricum, Beverwijk, Zaandam, Amsterdam Sloterdijk, Haarlem, Beverwijk, Haarlem, Beverwijk, Haarlem, Heemstede-Aerdenhout]"
5,"[Den Haag Centraal, Gouda, Den Haag HS, Gouda, Alphen a/d Rijn, Utrecht Centraal, Ede-Wageningen, Utrecht Centraal]"
6,"[Den Haag HS, Leiden Centraal, Den Haag Laan v NOI, Delft, Den Haag HS, Delft, Schiedam Centrum, Rotterdam Centraal, Dordrecht, Rotterdam Centraal, Schiedam Centrum]"
7,"[Den Haag Laan v NOI, Leiden Centraal, Den Haag Laan v NOI, Leiden Centraal, Den Haag HS, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk]"
8,"[Haarlem, Beverwijk, Castricum, Alkmaar, Den Helder, Alkmaar, Hoorn]"
9,"[Hilversum, Almere Centrum, Amsterdam Centraal, Amsterdam Sloterdijk, Haarlem, Amsterdam Sloterdijk, Haarlem, Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk]"
10,"[Roosendaal, Etten-Leur, Breda, Dordrecht, Roosendaal, Vlissingen]"
11,"[Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Rotterdam Blaak, Schiedam Centrum, Delft, Den Haag Centraal, Delft, Den Haag Laan v NOI, Delft, Den Haag Centraal, Gouda]"
12,"[Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Delft, Schiedam Centrum, Rotterdam Blaak, Schiedam Centrum, Delft, Den Haag Laan v NOI, Delft, Den Haag Laan v NOI]"
13,"[Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Delft, Den Haag HS, Delft, Schiedam Centrum, Rotterdam Blaak, Schiedam Centrum, Delft, Den Haag Centraal]"
14,"[Schiedam Centrum, Delft, Den Haag Laan v NOI, Leiden Centraal, Schiphol Airport, Leiden Centraal, Heemstede-Aerdenhout, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Heemstede-Aerdenhout]"
15,"[Schiphol Airport, Utrecht Centraal, Amersfoort, Zwolle, Amersfoort, Zwolle]"
16,"[Sittard, Maastricht, Sittard, Heerlen, Sittard, Roermond, Sittard, Roermond, Weert, Roermond, Sittard, Heerlen]"
17,"[Tilburg, Breda, Etten-Leur, Breda, Etten-Leur, Breda, Tilburg, Eindhoven, Helmond, Venlo]"
18,"[Zutphen, Deventer, Almelo, Zwolle, Almelo, Zwolle]"
19,"[Assen, Zwolle, Assen, Groningen, Leeuwarden, Heerenveen]"
20,"[Dieren, Zutphen, Apeldoorn, Deventer, Almelo, Zwolle, Amersfoort]"
score,-8.741573033707937
