train,stations
1,"[Arnhem Centraal, Nijmegen, Arnhem Centraal, Nijmegen, Oss, Nijmegen, Arnhem Centraal, Dieren, Zutphen, Apeldoorn, Zutphen, Deventer]"
2,"[Beverwijk, Zaandam, Hoorn, Zaandam, Hoorn, Zaandam, Beverwijk, Zaandam]"
3,"[Breda, Etten-Leur, Roosendaal, Etten-Leur, Breda, Etten-Leur, Roosendaal, Dordrecht, Roosendaal]"
4,"[Castricum, Beverwijk, Zaandam, Castricum, Alkmaar, Castricum, Zaandam, Beverwijk, Haarlem]"
5,"[Den Haag Centraal, Delft, Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Gouda, Den Haag Centraal, Delft, Schiedam Centrum, Rotterdam Blaak, Schiedam Centrum, Rotterdam Blaak, Dordrecht]"
6,"[Den Haag HS, Delft, Den Haag Centraal, Delft, Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Gouda, Den Haag HS, Leiden Centraal, Schiphol Airport]"
7,"[Den Haag Laan v NOI, Delft, Den Haag HS, Gouda, Den Haag Laan v NOI, Gouda, Den Haag Laan v NOI, Delft]"
8,"[Haarlem, Beverwijk, Castricum, Beverwijk, Zaandam, Amsterdam Sloterdijk, Haarlem, Heemstede-Aerdenhout, Haarlem, Beverwijk]"
9,"[Hilversum, Utrecht Centraal, Amersfoort, Zwolle, Almelo, Deventer]"
10,"[Roosendaal, Dordrecht, Roosendaal, Dordrecht, Breda]"
11,"[Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Rotterdam Centraal, Schiedam Centrum, Rotterdam Centraal, Dordrecht, Roosendaal, Vlissingen]"
12,"[Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Rotterdam Centraal, Schiedam Centrum, Delft, Schiedam Centrum, Delft, Den Haag Laan v NOI, Gouda]"
13,"[Rotterdam Centraal, Dordrecht, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Rotterdam Blaak, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal]"
14,"[Schiedam Centrum, Delft, Den Haag HS, Leiden Centraal, Schiphol Airport, Amsterdam Zuid, Amsterdam Sloterdijk, Amsterdam Zuid, Amsterdam Sloterdijk, Amsterdam Centraal]"
15,"[Schiphol Airport, Leiden Centraal, Den Haag Laan v NOI, Gouda, Den Haag HS, Delft, Den Haag Centraal, Delft, Den Haag HS]"
16,"[Sittard, Maastricht, Sittard, Heerlen, Sittard, Roermond, Sittard, Roermond, Sittard, Heerlen, Sittard, Heerlen, Sittard]"
17,"[Tilburg, Eindhoven, Helmond, Venlo, Helmond, Venlo, Helmond]"
18,"[Zutphen, Apeldoorn, Zutphen, Deventer, Zutphen, Dieren, Zutphen, Apeldoorn, Deventer]"
19,"[Assen, Zwolle, Almelo, Deventer, Almelo]"
20,"[Dieren, Zutphen, Deventer, Zutphen, Apeldoorn, Deventer, Zutphen, Dieren, Arnhem Centraal, Dieren, Zutphen]"
score,-397.17977528089887
