p,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
score,"[8575.0, 8587.0, 8591.0, 8550.0, 8583.0, 8585.0, 8564.0, 8589.0, 8583.0, 8604.0, 8592.0, 8561.0, 8545.0, 8570.0, 8575.0, 8600.0, 8595.0, 8583.0, 8613.0, 8608.0, 8585.0, 8579.0, 8581.0, 8595.0, 8619.0, 8575.0, 8567.0, 8568.0, 8580.0, 8548.0, 8582.0, 8583.0, 8590.0, 8594.0, 8596.0, 8585.0, 8565.0, 8573.0, 8571.0, 8539.0, 8586.0, 8564.0, 8579.0, 8588.0, 8598.0, 8556.0, 8571.0, 8588.0, 8582.0, 8564.0, 8603.0, 8570.0, 8568.0, 8560.0, 8582.0, 8566.0, 8563.0, 8578.0, 8564.0, 8606.0, 8557.0, 8615.0, 8591.0, 8582.0, 8593.0, 8598.0, 8596.0, 8587.0, 8575.0, 8558.0, 8561.0, 8564.0, 8563.0, 8562.0, 8618.0, 8556.0, 8598.0, 8573.0, 8578.0, 8578.0, 8566.0, 8562.0, 8576.0, 8571.0, 8560.0, 8571.0, 8577.0, 8558.0, 8598.0, 8568.0, 8596.0, 8566.0, 8596.0, 8581.0, 8602.0, 8593.0, 8560.0, 8584.0, 8572.0, 8607.0]"
time,"[725.0, 713.0, 709.0, 750.0, 717.0, 715.0, 736.0, 711.0, 717.0, 696.0, 708.0, 739.0, 755.0, 730.0, 725.0, 700.0, 705.0, 717.0, 687.0, 692.0, 715.0, 721.0, 719.0, 705.0, 681.0, 725.0, 733.0, 732.0, 720.0, 752.0, 718.0, 717.0, 710.0, 706.0, 704.0, 715.0, 735.0, 727.0, 729.0, 761.0, 714.0, 736.0, 721.0, 712.0, 702.0, 744.0, 729.0, 712.0, 718.0, 736.0, 697.0, 730.0, 732.0, 740.0, 718.0, 734.0, 737.0, 722.0, 736.0, 694.0, 743.0, 685.0, 709.0, 718.0, 707.0, 702.0, 704.0, 713.0, 725.0, 742.0, 739.0, 736.0, 737.0, 738.0, 682.0, 744.0, 702.0, 727.0, 722.0, 722.0, 734.0, 738.0, 724.0, 729.0, 740.0, 729.0, 723.0, 742.0, 702.0, 732.0, 704.0, 734.0, 704.0, 719.0, 698.0, 707.0, 740.0, 716.0, 728.0, 693.0]"
